Added Field - Active?,Field,Agreement #,Description,Alt Agreement,Agreement Type (Data Pull),Agreement Type (For Entry),Customer,Customer PO,Effective Date,Original Date,Expiration Date,Renew Through,Renew Markup,Rate Template,Agreement Price,Revenue Recognition,Auto Schedule Trips,0,Seq1,Description1,Service Site,Call Type,Service Center,Division,Tax Source,Separate Work Order,Auto Schedule Trip1,Pricing,Contact Before Scheduling,Auto Schedule Trip,Due,RecurringPatternType,See recurring options in screenshot >,Billing Seq1,Date1,Billing Amount1,Tax Type1,Tax Basis1,Seq2,Material,UM,Matl Qty,Cost ECM,Seq,Qty,Deferral1,Date2,Amount1,0,Billing Seq,Date3,Billing Amount,Tax Type,Tax Code,Tax Basis,Tax Amount,0,Deferral,Date,Amount,Should auto-populate based on Work Schedule.
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,AI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,AI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,251 LAURIER AVENUE WEST,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,SAI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,SAI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,BI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,BI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,BI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,BI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,AI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,AI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,BI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,BI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,BI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,BI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-COMPASS COMMERICAL REALTY,COLONNADE TENDER,,MI,NA,,11/28/2021,11/28/2018,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Annual & periodic inspections-SIGMA ASSET MANAGEMENT LTD.,COLONNADE TENDER,,MI,NA,,01/14/2021,01/14/2019,01/01/2022,,,,,,,,,,1050-1051 BAXTER ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,BI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,MI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,BI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,AI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,BI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,MI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,BI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,MI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,BI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,SAI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,BI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-LOBLAWS INC.,15-1454,,MI,100091,,02/07/2021,02/07/2017,01/01/2022,,,,,,,,,,2625 SHEFFIELD ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,BI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,BI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,AI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,BI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,BI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,SAI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,03/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,04/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,AI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,05/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,10/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,11/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,MI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,12/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-CANADIAN MUSEUM OF NATURE,"16-1257,-1254",,AI,NA,,04/05/2021,04/05/2017,01/01/2022,,,,,,,,,,1740 PINK ROAD,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-MAIN & MAIN DEVEL. C/O GOLD KEY PROPERTY,16-1466,,AI,NA,,05/02/2021,05/02/2019,01/01/2022,,,,,,,,,,216 ELGIN STREET,,,,,,,0,,,,,,,06/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-MANOTICK PLACE RETIREMENT COMMUNITY,17-1461,,SAI,100259,,03/04/2021,03/04/2019,01/01/2022,,,,,,,,,,1145 BRIDGE STREET,,,,,,,0,,,,,,,01/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-MANOTICK PLACE RETIREMENT COMMUNITY,17-1461,,AI,100259,,03/04/2021,03/04/2019,01/01/2022,,,,,,,,,,1145 BRIDGE STREET,,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-MANOTICK PLACE RETIREMENT COMMUNITY,17-1461,,AI,100259,,03/04/2021,03/04/2019,01/01/2022,,,,,,,,,,1145 BRIDGE STREET,,,,,,,0,,,,,,,07/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-SNELLING PAPER & SANITATION,17-1704,,AI,NA,,05/21/2021,05/21/2019,01/01/2022,,,,,,,,,,1410 TRIOLE STREET,,,,,,,0,,,,,,,09/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-VIGI SANTE LTEE.,17-1840,,AI,NA,,05/21/2021,05/21/2019,01/01/2022,,,,,,,,,,"565, BLVD. DE L'HOPITAL",,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,Inspections-VIGI SANTE LTEE.,17-1840,,SAI,NA,,05/21/2021,05/21/2019,01/01/2022,,,,,,,,,,"565, BLVD. DE L'HOPITAL",,,,,,,0,,,,,,,08/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"AI,FE&FH-OTTAWA-CARLETON DISTRICT SCHOOL BOARD",18-004,,AI,NA,,12/22/2021,12/22/2017,01/01/2022,,,,,,,,,,27 HOBIN STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"AI,FE&FH-OTTAWA-CARLETON DISTRICT SCHOOL BOARD",18-004,,AI,NA,,12/22/2021,12/22/2017,01/01/2022,,,,,,,,,,150 ABBEYHILL DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"AI,FE&FH-OTTAWA-CARLETON DISTRICT SCHOOL BOARD",18-004,,AI,NA,,12/22/2021,12/22/2017,01/01/2022,,,,,,,,,,133 GREENBANK ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"AI,FE&FH-OTTAWA-CARLETON DISTRICT SCHOOL BOARD",18-004,,AI,NA,,12/22/2021,12/22/2017,01/01/2022,,,,,,,,,,170 STONEWAY DRIVE,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"AI,FE&FH-OTTAWA-CARLETON DISTRICT SCHOOL BOARD",18-004,,AI,NA,,12/22/2021,12/22/2017,01/01/2022,,,,,,,,,,300 ROCHESTER STREET,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
,,,"AI,FE&FH-OTTAWA-CARLETON DISTRICT SCHOOL BOARD",18-004,,AI,NA,,12/22/2021,12/22/2017,01/01/2022,,,,,,,,,,1250 AGINCOURT ROAD,,,,,,,0,,,,,,,02/01/2020,,,,,,,,,,,,01/01/2020,,,,01/01/2020,,,,,,,,01/01/2020,,
